Country Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
St. Kitts and Nevis,"49,818.0","50,465.0","51,093.0","51,717.0","52,352.0","52,998.0","53,650.0","54,301.0","54,944.0",..
St. Lucia,"167,656.0","170,146.0","172,729.0","175,196.0","177,397.0","179,278.0","180,890.0","182,305.0","183,645.0",..
St. Martin (French part),"28,414.0","28,905.0","29,376.0","29,820.0","30,235.0","30,615.0","30,959.0","31,264.0","31,530.0",..
St. Vincent and the Grenadines,"108,908.0","109,049.0","109,165.0","109,255.0","109,316.0","109,341.0","109,334.0","109,327.0","109,360.0",..
Sudan,"32,809,056.0","33,637,960.0","34,470,138.0","35,297,298.0","36,114,885.0","36,918,193.0","37,712,420.0","38,515,095.0","39,350,274.0",..
Suriname,"495,953.0","500,953.0","506,657.0","512,522.0","518,141.0","523,439.0","528,535.0","533,450.0","538,248.0",..
Swaziland,"1,118,204.0","1,134,853.0","1,153,750.0","1,173,529.0","1,193,148.0","1,212,458.0","1,231,694.0","1,250,641.0","1,269,112.0",..
Sweden,"9,080,505.0","9,148,092.0","9,219,637.0","9,298,515.0","9,378,126.0","9,449,213.0","9,519,374.0","9,600,379.0","9,689,555.0",..
Switzerland,"7,483,934.0","7,551,117.0","7,647,675.0","7,743,831.0","7,824,909.0","7,912,398.0","7,996,861.0","8,089,346.0","8,190,229.0",..
Syrian Arab Republic,"18,728,200.0","19,425,597.0","20,097,057.0","20,566,871.0","20,720,602.0","21,070,917.0","21,427,155.0","21,789,415.0","22,157,800.0",..
Tajikistan,"6,949,566.0","7,099,021.0","7,254,072.0","7,414,960.0","7,581,696.0","7,753,925.0","7,930,929.0","8,111,894.0","8,295,840.0",..
Tanzania,"40,260,847.0","41,522,004.0","42,844,744.0","44,222,113.0","45,648,525.0","47,122,998.0","48,645,709.0","50,213,457.0","51,822,621.0",..
Thailand,"66,174,486.0","66,353,572.0","66,453,255.0","66,548,197.0","66,692,024.0","66,902,958.0","67,164,130.0","67,451,422.0","67,725,979.0",..
Timor-Leste,"996,052.0","1,013,194.0","1,030,630.0","1,048,367.0","1,066,409.0","1,120,392.0","1,148,958.0","1,180,069.0","1,212,107.0",..
Togo,"5,732,175.0","5,890,414.0","6,052,937.0","6,219,761.0","6,390,851.0","6,566,179.0","6,745,581.0","6,928,719.0","7,115,163.0",..
Tonga,"101,507.0","102,169.0","102,816.0","103,416.0","103,947.0","104,392.0","104,769.0","105,139.0","105,586.0",..
Trinidad and Tobago,"1,303,141.0","1,309,260.0","1,315,372.0","1,321,624.0","1,328,095.0","1,334,790.0","1,341,579.0","1,348,240.0","1,354,483.0",..
Tunisia,"10,127,900.0","10,225,100.0","10,328,900.0","10,439,600.0","10,547,100.0","10,673,800.0","10,777,500.0","10,886,500.0","10,996,600.0",..
Turkey,"68,704,721.0","69,515,492.0","70,344,357.0","71,261,307.0","72,310,416.0","73,199,372.0","74,099,255.0","75,010,202.0","75,932,348.0",..
Turkmenistan,"4,801,594.0","4,858,235.0","4,917,541.0","4,978,960.0","5,041,995.0","5,106,672.0","5,172,941.0","5,240,088.0","5,307,188.0",..
Turks and Caicos Islands,"27,642.0","28,638.0","29,481.0","30,247.0","30,993.0","31,727.0","32,430.0","33,103.0","33,740.0",..
Tuvalu,"9,732.0","9,764.0","9,788.0","9,808.0","9,827.0","9,844.0","9,860.0","9,876.0","9,893.0",..
Uganda,"29,000,925.0","29,991,958.0","31,014,427.0","32,067,125.0","33,149,417.0","34,260,342.0","35,400,620.0","36,573,387.0","37,782,971.0",..
Ukraine,"46,787,750.0","46,509,350.0","46,258,200.0","46,053,300.0","45,870,700.0","45,706,100.0","45,593,300.0","45,489,600.0","45,362,900.0",..
United Arab Emirates,"5,171,255.0","6,010,100.0","6,900,142.0","7,705,423.0","8,329,453.0","8,734,722.0","8,952,542.0","9,039,978.0","9,086,139.0",..
United Kingdom,"60,846,820.0","61,322,463.0","61,806,995.0","62,276,270.0","62,766,365.0","63,258,918.0","63,700,300.0","64,106,779.0","64,510,376.0",..
United States,"298,379,912.0","301,231,207.0","304,093,966.0","306,771,529.0","309,347,057.0","311,721,632.0","314,112,078.0","316,497,531.0","318,857,056.0",..
Uruguay,"3,331,041.0","3,339,750.0","3,350,832.0","3,362,761.0","3,374,414.0","3,385,610.0","3,396,753.0","3,407,969.0","3,419,516.0",..
Uzbekistan,"26,488,250.0","26,868,000.0","27,302,800.0","27,767,400.0","28,562,400.0","29,339,400.0","29,774,500.0","30,243,200.0","30,757,700.0",..
Vanuatu,"214,635.0","219,956.0","225,335.0","230,782.0","236,299.0","241,876.0","247,498.0","253,165.0","258,883.0",..
"Venezuela, RB","27,221,228.0","27,670,659.0","28,116,716.0","28,558,607.0","28,995,745.0","29,427,631.0","29,854,238.0","30,276,045.0","30,693,827.0",..
Vietnam,"83,311,200.0","84,218,500.0","85,118,700.0","86,025,000.0","86,932,500.0","87,840,000.0","88,772,900.0","89,708,900.0","90,730,000.0",..
Virgin Islands (U.S.),"107,700.0","107,423.0","107,091.0","106,707.0","106,267.0","105,784.0","105,275.0","104,737.0","104,170.0",..
West Bank and Gaza,"3,406,334.0","3,494,496.0","3,596,688.0","3,702,218.0","3,811,102.0","3,927,051.0","4,046,901.0","4,169,506.0","4,294,682.0",..
"Yemen, Rep.","21,093,973.0","21,701,105.0","22,322,699.0","22,954,226.0","23,591,972.0","24,234,940.0","24,882,792.0","25,533,217.0","26,183,676.0",..
Zambia,"12,381,509.0","12,738,676.0","13,114,579.0","13,507,849.0","13,917,439.0","14,343,526.0","14,786,581.0","15,246,086.0","15,721,343.0",..
Zimbabwe,"13,127,942.0","13,297,798.0","13,495,462.0","13,720,997.0","13,973,897.0","14,255,592.0","14,565,482.0","14,898,092.0","15,245,855.0",..
